Age,Gender,Location,Marital Status,Household Income,Family Members,Education Level,Plan Type,Subscription Duration (months),Monthly Charges,Data Usage (GB),Voice Minutes Usage,SMS Usage,Feedback Score,Interactions with Customer Service,Complaints Reported,Churn Label,Pref_Comm_Channel,Pref_Comm_Time,Pref_Services_Features,Pref_Payment_Method,distance_to_ideal,distance_to_negative_ideal,relative_closeness,rank,BestService,BestServiceName,Customer ID
0.1639344262295082,Male,New York,Divorced,0.9376051422401888,0.0,Associate's,Postpaid,0.22413793103448273,0.4369747899159664,0.020833333333333332,0.4422163588390501,0.147239263803681,0.75,0.75,0.5,0.0,1.0,1.0,0.5,0.6666666666666667,0.026491306529517512,0.007905422761803125,0.22983065322428514,963.0,3,Ultimate Plan,13
0.1639344262295082,Male,Chicago,Divorced,0.5884617637950804,0.25,Bachelor's,Prepaid,0.8103448275862069,0.14285714285714285,0.9791666666666666,0.2221635883905013,0.006134969325153377,0.5,0.75,0.0,0.0,0.5,0.6666666666666667,,0.0,0.02567431735414686,0.016275364143140823,0.38797348542904025,778.0,3,Ultimate Plan,14
0.37704918032786894,Male,Houston,Widowed,0.0377465873235075,0.0,High School,Prepaid,0.5172413793103448,0.3529411764705882,0.9374999999999999,0.7931398416886544,0.15337423312883436,0.75,0.75,1.0,1.0,0.5,1.0,,0.6666666666666667,0.019367642718371852,0.020203706568127252,0.5105640048271066,472.0,1,Standard Plan,15
0.8524590163934428,Male,Houston,Divorced,0.28025376419681786,0.25,Associate's,Postpaid,0.5172413793103448,0.2857142857142857,0.2708333333333333,0.8453825857519789,0.670756646216769,0.25,0.75,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.014171961929891367,0.020854018617181946,0.5953871466683167,265.0,1,Standard Plan,16
0.5737704918032788,Male,Miami,Divorced,0.49395301344983716,0.25,Associate's,Postpaid,0.27586206896551724,0.5210084033613445,0.6666666666666666,0.03218997361477573,0.1554192229038855,0.25,1.0,0.5,0.0,1.0,0.6666666666666667,,0.6666666666666667,0.025228948068316173,0.011369564284009738,0.31065645987348933,891.0,3,Ultimate Plan,17
0.639344262295082,Female,Los Angeles,Married,0.29708489215858586,1.0,Master's,Prepaid,0.39655172413793105,0.9915966386554622,0.7083333333333333,0.5973614775725594,0.6196319018404909,0.0,0.25,1.0,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.011756030231875282,0.020493348206993754,0.6354649050319012,186.0,0,Basic Plan,18
0.37704918032786894,Male,Chicago,Single,0.37214285116462026,0.75,High School,Postpaid,0.8793103448275862,0.8151260504201681,0.7916666666666666,0.8981530343007915,0.5214723926380369,1.0,0.75,0.0,0.0,0.0,0.6666666666666667,1.0,1.0,0.011403663214408066,0.02267977601189249,0.6654192337019673,137.0,0,Basic Plan,19
0.032786885245901676,Female,Miami,Single,0.9579765820507027,0.75,Bachelor's,Prepaid,0.37931034482758624,0.8739495798319328,0.9583333333333333,0.8295514511873351,0.8364008179959102,1.0,0.25,0.0,0.0,0.5,0.0,1.0,1.0,0.0046520686853781055,0.027862347432995985,0.856922890189955,7.0,0,Basic Plan,20
0.34426229508196726,Female,Chicago,Married,0.41174747449385257,0.25,High School,Prepaid,0.2931034482758621,0.6470588235294117,0.3958333333333333,0.6026385224274406,0.2065439672801636,0.75,0.75,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.021356403729804647,0.012578977540660782,0.370674413244577,802.0,3,Ultimate Plan,21
0.8524590163934428,Male,Los Angeles,Married,0.5733966069919065,0.5,Associate's,Prepaid,0.8448275862068965,0.025210084033613467,0.020833333333333332,0.5324538258575198,0.2147239263803681,0.5,0.5,0.0,0.0,1.0,1.0,,0.6666666666666667,0.02493011164766487,0.009898553823043953,0.28420709462349947,922.0,3,Ultimate Plan,22
0.016393442622950838,Male,Houston,Widowed,0.18342665361019744,0.5,High School,Postpaid,0.9137931034482758,0.7731092436974789,0.8333333333333333,0.31503957783641157,0.6789366053169735,0.5,0.5,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.013520850921497777,0.021020807398822092,0.6085639318149398,239.0,0,Basic Plan,23
0.37704918032786894,Male,New York,Widowed,0.5849465605410065,0.0,Bachelor's,Postpaid,0.22413793103448273,0.33613445378151263,0.375,0.741424802110818,0.07770961145194276,0.0,0.5,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.02346883349103097,0.013583473530356946,0.366602638872556,813.0,3,Ultimate Plan,24
0.7049180327868853,Male,Houston,Widowed,0.18470719193846719,0.0,Bachelor's,Prepaid,0.8448275862068965,0.3697478991596639,0.7499999999999999,0.2063324538258575,0.9713701431492844,0.25,0.75,1.0,1.0,0.5,0.0,,1.0,0.013506504148050486,0.025231006237669027,0.6513326743623249,160.0,0,Basic Plan,25
0.47540983606557385,Female,Miami,Married,0.673847724742846,1.0,Master's,Prepaid,0.2413793103448276,0.4117647058823529,0.3541666666666667,0.5150395778364116,0.6400817995910022,0.0,0.25,1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.01539424425247414,0.01760908162261731,0.5335547601857722,394.0,1,Standard Plan,26
0.6065573770491803,Male,New York,Married,0.8343000142282035,0.25,Bachelor's,Postpaid,0.2413793103448276,0.6554621848739496,0.3125,0.5672823218997362,0.5603271983640082,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.01646986543150855,0.016406811662625396,0.49904105623718276,500.0,1,Standard Plan,27
0.016393442622950838,Male,Miami,Divorced,0.6814137812706622,0.0,Bachelor's,Postpaid,0.08620689655172414,0.22689075630252098,0.0625,0.31767810026385224,0.17791411042944785,0.25,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666667,0.026370452828907636,0.006601430536689026,0.20021393571885107,974.0,3,Ultimate Plan,28
0.9672131147540984,Male,Los Angeles,Widowed,0.1778358065299085,0.0,High School,Postpaid,0.4482758620689655,0.3445378151260504,0.22916666666666666,0.6923482849604222,0.4294478527607362,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.01859494429761998,0.015269712627493246,0.4509040992578191,626.0,2,Premium Plan,29
0.3278688524590164,Male,New York,Widowed,0.695826114612365,0.25,High School,Prepaid,0.2413793103448276,0.6638655462184874,0.5833333333333333,0.17730870712401056,0.752556237218814,0.75,0.75,1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.01595395642627433,0.019604726070127334,0.551334433499082,344.0,1,Standard Plan,30
0.5245901639344263,Male,Miami,Widowed,0.4969827838735866,1.0,Associate's,Postpaid,0.8448275862068965,0.6302521008403361,0.12499999999999999,0.4269129287598944,0.1554192229038855,1.0,0.5,0.5,1.0,0.5,0.6666666666666667,0.0,0.0,0.025466979041796442,0.00801520508790888,0.239387163539245,959.0,3,Ultimate Plan,31
0.18032786885245905,Male,Los Angeles,Single,0.4405972497719302,0.0,Master's,Postpaid,0.603448275862069,0.9663865546218486,0.2708333333333333,0.6474934036939314,0.1554192229038855,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.023096165518874476,0.011904215346806848,0.34011673737182685,852.0,3,Ultimate Plan,32
0.9344262295081968,Female,Houston,Divorced,0.44058888024037296,1.0,High School,Prepaid,0.9310344827586207,0.5714285714285714,0.22916666666666666,0.6654353562005277,0.9018404907975461,0.0,0.25,1.0,1.0,1.0,0.0,0.5,0.0,0.013798924480477757,0.023278776340225574,0.627837644324139,196.0,0,Basic Plan,33
0.34426229508196726,Female,Los Angeles,Widowed,0.5130690235267532,0.75,Bachelor's,Prepaid,0.12068965517241378,0.8151260504201681,0.7083333333333333,0.741424802110818,0.05521472392638038,1.0,0.75,0.5,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.02217586018246811,0.01666945107926208,0.42912389006094986,679.0,2,Premium Plan,34
0.9836065573770493,Male,Chicago,Widowed,0.3687699299470208,1.0,Associate's,Prepaid,0.2413793103448276,0.8823529411764706,0.08333333333333333,0.8918205804749341,0.49897750511247446,1.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.5,1.0,0.018732520124354807,0.01835584696556523,0.49492195008375073,511.0,2,Premium Plan,35
0.7049180327868853,Male,Los Angeles,Widowed,0.509679363246039,0.5,High School,Postpaid,0.034482758620689655,0.0,0.3333333333333333,0.39630606860158313,0.1329243353783231,0.5,0.75,0.5,0.0,0.0,1.0,0.5,0.0,0.02435452965506667,0.008911977386843684,0.26789639728679815,936.0,3,Ultimate Plan,36
0.39344262295081966,Male,Los Angeles,Single,0.06755885873067685,0.5,Master's,Prepaid,0.793103448275862,0.31932773109243695,0.8541666666666666,0.6116094986807388,0.5419222903885481,0.5,0.75,0.0,1.0,0.0,0.6666666666666667,,0.3333333333333333,0.0123069263524376,0.020944692773589044,0.6298848995655449,193.0,0,Basic Plan,37
0.7868852459016394,Female,Chicago,Single,0.3701425331224211,1.0,Master's,Prepaid,0.20689655172413793,0.7983193277310925,0.6458333333333333,0.7546174142480211,0.7791411042944787,0.5,0.5,0.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.008571767924565706,0.02380279317395687,0.7352313781650963,63.0,0,Basic Plan,38
0.42622950819672134,Male,Miami,Married,0.9293276755300006,0.5,Associate's,Prepaid,0.689655172413793,0.7478991596638656,0.18749999999999997,0.807915567282322,0.9591002044989776,0.0,1.0,1.0,0.0,0.5,0.6666666666666667,,0.6666666666666667,0.01356416632318609,0.02542565272992251,0.6521100468635121,156.0,0,Basic Plan,39
0.9508196721311476,Female,Miami,Divorced,0.6540035654204435,0.75,Associate's,Prepaid,0.5689655172413792,0.134453781512605,0.8749999999999999,0.7308707124010554,0.4171779141104295,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.013967530008981092,0.020728496667464586,0.5974314252397286,262.0,1,Standard Plan,40
0.6721311475409837,Male,Los Angeles,Married,0.503929495066161,0.25,Associate's,Postpaid,0.39655172413793105,0.9327731092436975,0.3333333333333333,0.7408970976253298,0.11656441717791412,0.75,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.023010482521759287,0.013430266911731855,0.36855078779989825,810.0,3,Ultimate Plan,41
0.4426229508196722,Male,Chicago,Divorced,0.461546187259899,0.5,Associate's,Prepaid,0.6724137931034483,0.7563025210084033,0.08333333333333333,0.46437994722955145,0.40899795501022496,1.0,1.0,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,0.021748269691825892,0.011966234314187698,0.35492838073647187,832.0,3,Ultimate Plan,42
0.9672131147540984,Male,Chicago,Single,0.899640947096191,0.5,Associate's,Postpaid,0.5344827586206896,0.7310924369747899,0.9166666666666666,0.8437994722955146,0.458077709611452,0.5,0.25,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.012525916868686293,0.022674907018026696,0.6441584177404903,173.0,0,Basic Plan,43
0.24590163934426235,Male,Houston,Widowed,0.9181125032431934,1.0,Bachelor's,Postpaid,0.5344827586206896,0.2857142857142857,0.8541666666666666,0.33456464379947226,0.2883435582822086,1.0,0.5,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.01945144008937638,0.01622334217369405,0.45475658559205884,616.0,2,Premium Plan,44
0.2295081967213115,Female,Miami,Married,0.6024890986851466,0.75,Bachelor's,Postpaid,0.5,0.37815126050420167,0.16666666666666666,0.13350923482849605,0.7770961145194275,0.25,0.25,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.02012391604649909,0.01782318483163713,0.4696850199142939,571.0,2,Premium Plan,45
1.0,Female,New York,Widowed,0.5750621437718131,0.25,High School,Prepaid,0.8793103448275862,0.3445378151260504,0.9999999999999999,0.7915567282321899,0.7505112474437629,0.25,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.006552091385931929,0.026693857190545362,0.802920606375245,21.0,0,Basic Plan,46
1.0,Male,Miami,Married,0.18659033653886392,1.0,Master's,Postpaid,0.8275862068965517,0.9831932773109244,0.6666666666666666,0.6,0.16973415132924335,0.5,0.75,1.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666667,0.020498684647157768,0.01503288276699033,0.42308526926972767,690.0,2,Premium Plan,47
0.7540983606557378,Male,Miami,Single,0.5352399126220906,1.0,Bachelor's,Prepaid,0.20689655172413793,0.31932773109243695,0.7291666666666666,0.010026385224274403,0.2903885480572597,1.0,1.0,0.5,1.0,0.0,0.6666666666666667,,1.0,0.023060823574513358,0.013505528865596523,0.3693430699087781,806.0,3,Ultimate Plan,48
1.0,Female,Houston,Single,0.46250031385743334,0.75,Bachelor's,Prepaid,0.0,0.7478991596638656,0.7291666666666666,0.27810026385224274,0.7177914110429449,0.25,0.25,0.5,1.0,1.0,0.0,1.0,0.6666666666666667,0.014020798707682676,0.020514002629557077,0.5940095739724527,267.0,1,Standard Plan,49
0.8196721311475411,Female,New York,Single,0.8298641625028247,0.25,Bachelor's,Prepaid,0.5689655172413792,0.40336134453781514,0.3541666666666667,0.6163588390501319,0.065439672801636,0.5,0.5,0.5,1.0,0.5,0.0,,0.6666666666666667,0.024297928441202796,0.011618530213067317,0.32348763348042353,879.0,3,Ultimate Plan,50
0.7049180327868853,Female,Houston,Married,0.026640218946945515,0.75,High School,Postpaid,0.2413793103448276,0.5126050420168067,0.16666666666666666,0.6496042216358839,0.81799591002045,1.0,0.25,0.5,1.0,0.5,0.6666666666666667,0.0,1.0,0.015214883234056256,0.021376052715171668,0.584189831734072,283.0,1,Standard Plan,51
0.8852459016393442,Female,New York,Divorced,0.6796896577698546,0.25,Associate's,Prepaid,0.7413793103448275,0.31092436974789917,0.5833333333333333,0.8200527704485489,0.30879345603271985,0.5,0.5,0.0,0.0,0.5,0.6666666666666667,1.0,0.0,0.017203753368261236,0.017732767475840027,0.507571075980053,480.0,1,Standard Plan,52
0.836065573770492,Male,Los Angeles,Married,0.3117232028523363,0.75,High School,Prepaid,0.22413793103448273,0.18487394957983194,0.2708333333333333,0.19788918205804748,0.3210633946830266,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.02328420749191445,0.009041314518716391,0.2796958550504765,926.0,3,Ultimate Plan,53
0.9180327868852459,Female,New York,Divorced,0.9514316083728793,1.0,Master's,Prepaid,0.9655172413793103,0.1764705882352941,0.49999999999999994,0.8058047493403694,0.9100204498977507,0.25,0.0,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.008927129200924828,0.025604236240234283,0.7414776656852301,59.0,0,Basic Plan,54
0.032786885245901676,Male,Houston,Married,0.6573764866380427,1.0,Master's,Postpaid,0.4827586206896552,0.025210084033613467,0.2916666666666667,0.0870712401055409,0.28629856850715746,0.5,0.0,0.0,1.0,1.0,0.0,,1.0,0.024672980273328825,0.008113845064409224,0.24747272664639738,956.0,3,Ultimate Plan,55
0.5901639344262296,Female,Miami,Married,0.6616282086691607,0.0,Master's,Postpaid,0.5689655172413792,0.40336134453781514,0.10416666666666667,0.8300791556728232,0.9100204498977507,0.25,0.0,0.0,0.0,1.0,0.6666666666666667,,0.6666666666666667,0.014917474290090885,0.024559826242481778,0.6221252697412151,209.0,0,Basic Plan,56
0.8196721311475411,Female,New York,Single,0.44153463730634995,0.5,Master's,Postpaid,0.2931034482758621,0.4873949579831932,0.8541666666666666,0.6353562005277045,0.5112474437627813,0.5,0.25,0.0,1.0,0.5,1.0,0.5,1.0,0.012706752201041444,0.020739123237449288,0.6200801433824019,211.0,0,Basic Plan,57
0.09836065573770492,Female,New York,Widowed,0.29864162502824715,0.75,Bachelor's,Prepaid,0.9137931034482758,0.6050420168067226,0.5833333333333333,0.453825857519789,0.6175869120654398,0.0,0.75,1.0,1.0,0.0,0.3333333333333333,,0.0,0.014073283886405344,0.018347019350485858,0.5659114048510413,320.0,1,Standard Plan,58
0.3278688524590164,Female,Chicago,Widowed,0.5534269046961442,0.0,Bachelor's,Postpaid,0.10344827586206895,0.5630252100840336,0.2916666666666667,0.325065963060686,0.22699386503067487,0.25,0.5,1.0,1.0,0.5,0.0,0.0,0.6666666666666667,0.023538131812576128,0.00872986022490165,0.270542406690888,933.0,3,Ultimate Plan,59
0.1311475409836066,Female,Miami,Divorced,0.03031444330060845,0.5,High School,Prepaid,0.4827586206896552,0.5882352941176471,0.5833333333333333,0.32242744063324535,0.29243353783231085,0.25,1.0,1.0,1.0,0.5,0.6666666666666667,0.0,0.3333333333333333,0.0204873136168186,0.012649806057812456,0.3817412672561529,786.0,3,Ultimate Plan,60
0.6229508196721312,Male,Los Angeles,Widowed,0.18456490990199276,0.75,Associate's,Prepaid,0.9310344827586207,0.7226890756302521,0.0625,0.8575197889182058,0.9182004089979552,0.75,0.0,0.5,1.0,0.0,0.3333333333333333,,0.0,0.015480168037969632,0.02492196449695194,0.616847748702637,219.0,0,Basic Plan,61
0.278688524590164,Male,Houston,Married,0.5630434964555033,0.25,Master's,Postpaid,0.5172413793103448,0.008403361344537785,0.3541666666666667,0.9683377308707123,0.42535787321063395,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.6666666666666667,0.016643330966435717,0.019262342630287005,0.5364707217759916,386.0,1,Standard Plan,62
0.04918032786885246,Female,Los Angeles,Married,0.1944995438605301,0.5,High School,Prepaid,0.41379310344827586,0.40336134453781514,0.9999999999999999,0.7741424802110818,0.45603271983640087,1.0,0.25,0.0,0.0,0.5,0.0,1.0,0.3333333333333333,0.012774749206022841,0.02292469313941726,0.6421582980930075,174.0,0,Basic Plan,63
0.39344262295081966,Female,Miami,Single,0.3900118010394958,1.0,Bachelor's,Postpaid,0.6379310344827586,0.7310924369747899,0.8958333333333333,0.7150395778364116,0.08588957055214726,0.5,0.25,0.0,0.0,1.0,1.0,,0.0,0.021146524219149334,0.018681074271477565,0.4690484734065501,574.0,2,Premium Plan,64
0.9672131147540984,Male,New York,Single,0.5811049455561972,0.0,Bachelor's,Prepaid,0.22413793103448273,0.865546218487395,0.7916666666666666,0.2649076517150396,0.537832310838446,0.0,1.0,1.0,1.0,0.5,0.6666666666666667,1.0,0.3333333333333333,0.01617332969934222,0.018153037739910057,0.5288365502710322,407.0,1,Standard Plan,65
0.21311475409836067,Female,New York,Widowed,0.3186531749817963,0.5,Associate's,Postpaid,0.12068965517241378,0.9915966386554622,0.3125,0.4812664907651715,0.4969325153374234,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.01797285009498057,0.014544623683774693,0.44728639693029215,635.0,2,Premium Plan,66
0.8032786885245903,Female,Miami,Divorced,0.6927544965308292,0.5,Associate's,Prepaid,0.4482758620689655,0.7899159663865545,0.20833333333333331,0.04116094986807388,0.0040899795501022525,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.03013985620088257,0.0034433853902224704,0.10253284754782266,998.0,3,Ultimate Plan,67
0.9344262295081968,Male,New York,Widowed,0.030180530795691385,1.0,Associate's,Prepaid,0.9137931034482758,0.9243697478991597,0.2708333333333333,0.308179419525066,0.25357873210633947,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.3333333333333333,0.02339939549160793,0.00876286138361645,0.2724579129385278,932.0,3,Ultimate Plan,68
0.1311475409836066,Female,New York,Widowed,0.20804144592027185,0.75,High School,Prepaid,0.017241379310344827,0.25210084033613445,0.04166666666666667,0.36253298153034297,0.5460122699386504,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.5,1.0,0.021270723869158376,0.013635215085981265,0.3906273686980588,773.0,3,Ultimate Plan,69
0.4098360655737705,Female,New York,Widowed,0.1409345418936902,0.25,Bachelor's,Prepaid,0.27586206896551724,0.9243697478991597,0.8541666666666666,0.20844327176781,0.16973415132924335,0.0,1.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.02278687411788228,0.014754341108602716,0.3930171418157412,768.0,3,Ultimate Plan,70
0.8524590163934428,Male,Houston,Widowed,0.8185401863057724,1.0,Bachelor's,Prepaid,0.6206896551724137,0.32773109243697474,0.7708333333333333,0.8606860158311346,0.030674846625766878,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.022237789044887296,0.018743548449492168,0.4573679044043602,609.0,2,Premium Plan,71
0.016393442622950838,Male,Houston,Married,0.2879453636979938,0.25,Associate's,Postpaid,0.22413793103448273,0.39495798319327724,0.9166666666666666,0.992084432717678,0.6809815950920246,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666667,0.0073046662017172866,0.026725276983353908,0.7853459183874919,30.0,0,Basic Plan,72
0.3114754098360656,Male,Chicago,Divorced,0.08798888526209186,0.75,Master's,Prepaid,0.41379310344827586,0.4201680672268907,0.8541666666666666,0.5941952506596306,0.9468302658486709,1.0,0.0,1.0,0.0,0.5,0.0,,0.3333333333333333,0.007092881698676063,0.027171684124160198,0.7929965978454372,26.0,0,Basic Plan,73
0.4426229508196722,Female,Los Angeles,Married,0.8294289468618441,0.5,Associate's,Postpaid,0.9482758620689654,0.3529411764705882,0.3541666666666667,0.21160949868073878,0.11860940695296525,0.25,0.5,0.5,0.0,0.5,1.0,0.0,0.6666666666666667,0.025811215881368692,0.007200522840307909,0.21812007240866135,968.0,3,Ultimate Plan,74
0.7540983606557378,Male,Miami,Divorced,0.6594604999958151,0.25,High School,Postpaid,0.5,0.8151260504201681,0.3958333333333333,0.5139841688654354,0.35991820040899797,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.6666666666666667,0.01911509389624856,0.013273512133881327,0.40982042022844345,715.0,2,Premium Plan,75
0.9672131147540984,Male,Miami,Single,0.7968296214460877,0.0,Associate's,Postpaid,0.4827586206896552,0.45378151260504196,0.9791666666666666,0.11767810026385225,0.12678936605316973,1.0,0.5,1.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.024305116005760387,0.016237960248558003,0.40051130177445377,745.0,2,Premium Plan,76
0.09836065573770492,Male,Miami,Widowed,0.853474611026021,0.0,Associate's,Prepaid,0.32758620689655177,0.7310924369747899,0.49999999999999994,0.2728232189973615,0.9100204498977507,0.75,0.25,1.0,1.0,0.5,0.0,1.0,1.0,0.014449474052727477,0.022459966170858686,0.6085154918308986,241.0,0,Basic Plan,77
0.7049180327868853,Male,Chicago,Married,0.1387417246256727,1.0,High School,Prepaid,0.3448275862068966,0.40336134453781514,0.7708333333333333,0.33403693931398415,0.098159509202454,0.25,0.25,0.0,1.0,0.5,0.6666666666666667,,0.0,0.023282743040837495,0.013795563286362843,0.3720656268553057,798.0,3,Ultimate Plan,78
0.9836065573770493,Male,Houston,Divorced,0.37052753157405777,0.75,Associate's,Prepaid,0.8965517241379309,0.7478991596638656,0.24999999999999997,0.12401055408970976,0.6257668711656442,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666667,0.020503656998781563,0.014787913154650795,0.4190211172344953,697.0,2,Premium Plan,79
0.11475409836065575,Male,Chicago,Single,0.2022748386772792,1.0,Bachelor's,Postpaid,0.3620689655172414,0.6638655462184874,0.0625,0.7651715039577837,0.5010224948875257,0.25,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.019272799576881848,0.01679306307962641,0.46562211029204437,582.0,2,Premium Plan,80
0.7540983606557378,Female,Miami,Single,0.15858588394807543,1.0,Master's,Prepaid,0.5862068965517241,0.47058823529411764,0.2708333333333333,0.06068601583113456,0.5889570552147241,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.6666666666666667,0.02138117875157925,0.013993731065305187,0.3955835120921208,753.0,3,Ultimate Plan,81
